global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:41-07:00",Global,global-mean-surface-temperature,0.698163,0.728498,0.933101,0.898578,1.17438,1.33866,1.48979,1.67195,1.84414,1.9956,2.1596,2.33335,2.51319,2.69832,2.88799,3.08055,3.27578,3.47168,3.66748,3.86323,4.05895,4.25366,4.44705,4.63796,4.82598,degreesC,
