total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:41-07:00",Global,forcing-total,0.648287,0.793762,1.16108,1.36309,1.71876,1.79029,2.14681,2.51088,2.83665,3.05388,3.34353,3.63012,3.91828,4.21104,4.50493,4.80095,5.09954,5.38986,5.67842,5.96661,6.25558,6.53792,6.81769,7.08904,7.35669,W/m^2,
