meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0640372,0.0886822,0.133983,0.172704,0.205562,0.240349,0.279495,0.306552,0.339788,0.370819,0.39524,0.415171,0.430346,0.436149,0.439799,0.441436,0.444363,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.701345,0.878092,1.17974,1.38543,1.53217,1.68548,1.8704,1.98779,2.16133,2.33201,2.47502,2.60018,2.70032,2.74632,2.78178,2.80482,2.83578,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0793483,0.0945445,0.117158,0.138116,0.15809,0.178649,0.200278,0.219297,0.240731,0.261214,0.280548,0.298626,0.31462,0.326614,0.336286,0.344054,0.351582,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389693,0.458441,0.56069,0.668378,0.779002,0.89769,1.0259,1.15313,1.29147,1.43086,1.56742,1.69911,1.8229,1.93225,2.03045,2.11666,2.19453,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124799,0.015056,0.0187164,0.0222852,0.0260898,0.0304903,0.0355815,0.0408258,0.046872,0.0532928,0.0597827,0.0662547,0.0724959,0.0780264,0.0830917,0.0875694,0.0916598,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0850134,0.102552,0.134246,0.175153,0.223759,0.280019,0.343543,0.411745,0.484705,0.561599,0.638322,0.71458,0.788039,0.858083,0.924951,0.987017,1.04376,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97696,3.23401,3.78453,4.54193,5.40529,6.35653,7.42475,8.60176,9.91858,11.3502,12.8403,14.3793,15.899,17.3935,18.8611,20.2496,21.5417,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148912,0.159662,0.178002,0.202099,0.230701,0.261205,0.293055,0.328519,0.366014,0.404251,0.444288,0.485046,0.524326,0.563073,0.599584,0.633495,0.664885,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473076,0.539338,0.632763,0.749649,0.883207,1.03005,1.18812,1.36709,1.55212,1.74475,1.94241,2.13884,2.32844,2.51475,2.68754,2.84447,2.98132,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.025829,0.0306762,0.0370797,0.044017,0.0520534,0.0615127,0.072393,0.0847732,0.0983866,0.113077,0.12828,0.143577,0.158417,0.172429,0.185313,0.196792,0.206858,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.441817,0.478834,0.541334,0.614622,0.685926,0.753595,0.817298,0.8761,0.931018,0.98033,1.02625,1.06909,1.10889,1.14769,1.18427,1.21959,1.25215,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,6.76092,6.59709,6.6752,6.98333,7.27286,7.52051,7.77646,8.06562,8.4015,8.74335,9.11434,9.501,9.88189,10.2745,10.6635,11.0463,11.4062,Mt,
"Reference,date=2025-20-6T13:04:41-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.631299,0.731508,0.845337,0.954773,1.07061,1.19647,1.3303,1.47511,1.62638,1.78068,1.93856,2.09585,2.2485,2.39666,2.53592,2.66492,2.78099,Mt,
