global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-6T12:58:35-07:00",Global,global-mean-surface-temperature,0.309692,0.323044,0.458669,0.435222,0.624352,0.722924,0.827815,0.958379,1.08395,1.19114,1.30553,1.42442,1.54591,1.66999,1.7965,1.92466,2.05459,2.18442,2.31393,2.44363,2.5736,2.70279,2.83108,2.95751,3.08213,degreesC,
