meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0629776,0.0868527,0.129783,0.165378,0.195245,0.226302,0.260511,0.284033,0.311167,0.332387,0.348276,0.359503,0.365991,0.369052,0.369491,0.366854,0.368146,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.687314,0.85248,1.12789,1.3073,1.43562,1.57005,1.73643,1.84227,1.99373,2.12873,2.24317,2.34658,2.41956,2.47007,2.49698,2.50698,2.52883,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0791524,0.0945096,0.117352,0.138559,0.158821,0.179558,0.201587,0.221203,0.243377,0.265065,0.286303,0.307304,0.326041,0.341022,0.35242,0.360612,0.367838,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389159,0.458345,0.561184,0.669664,0.781217,0.900484,1.02971,1.15801,1.29801,1.44021,1.58159,1.71887,1.84779,1.9636,2.06501,2.15212,2.2306,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.012457,0.0150596,0.0187572,0.0223722,0.026229,0.0306677,0.0358113,0.0411427,0.047329,0.0539277,0.0607748,0.0676233,0.0742319,0.0802636,0.0856208,0.0901928,0.0943996,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0848867,0.102279,0.133576,0.173582,0.220571,0.274203,0.332681,0.395407,0.459446,0.521496,0.580083,0.632552,0.680299,0.725204,0.76859,0.80716,0.846871,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.96225,3.19735,3.71608,4.43276,5.25158,6.15163,7.15327,8.2535,9.45706,10.7151,11.9766,13.234,14.418,15.5658,16.6653,17.7081,18.6872,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148912,0.159371,0.177563,0.201588,0.230169,0.260741,0.292763,0.328839,0.366526,0.40561,0.44577,0.48743,0.527073,0.563496,0.597196,0.627855,0.654145,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473391,0.539006,0.63184,0.748498,0.882169,1.0296,1.18827,1.36777,1.5538,1.74887,1.94641,2.14029,2.32731,2.50461,2.67084,2.82372,2.95571,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258271,0.0306779,0.0370949,0.0440699,0.0521711,0.0617178,0.0726937,0.0852529,0.0991566,0.114234,0.129944,0.14562,0.160854,0.175083,0.188131,0.199626,0.209685,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.440559,0.474866,0.533155,0.600592,0.664594,0.72386,0.776701,0.82416,0.863073,0.891155,0.911621,0.926249,0.938097,0.951075,0.966318,0.981925,1.00146,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,6.71841,6.4859,6.48863,6.72122,6.94628,7.14029,7.35361,7.58182,7.836,8.08282,8.31385,8.56277,8.78819,9.02725,9.26941,9.53457,9.7854,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.631042,0.730335,0.842735,0.950866,1.06549,1.19022,1.32377,1.46768,1.61891,1.77584,1.9349,2.09318,2.24678,2.39257,2.5298,2.65829,2.77243,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,Scavenging_Other,Beef,Beef,0.0056677,0.011149,0.016734,0.02743,0.0306561,0.0320211,0.0355137,0.0395395,0.0444042,0.0501046,0.0563033,0.0628825,0.069534,0.0753872,0.0805229,0.0854382,0.0896871,0.0937737,0.097952,0.101954,0.106233,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,Scavenging_Other,Dairy,Dairy,0.189169,0.35511,0.462481,0.532775,0.490969,0.432034,0.415172,0.42279,0.446265,0.478336,0.517878,0.56848,0.624766,0.679694,0.7327,0.79215,0.845151,0.89566,0.944714,0.992937,1.0378,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Mixed,Scavenging_Other,SheepGoat,SheepGoat,0.0219065,0.0431595,0.0601008,0.0629144,0.0793124,0.0983172,0.122595,0.147361,0.175745,0.209731,0.248959,0.293804,0.342443,0.393949,0.445836,0.49587,0.542563,0.583739,0.618999,0.64753,0.670976,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Beef,Beef,0.789637,1.1224,1.23967,1.49336,1.63751,1.78375,1.97544,2.19118,2.39128,2.55816,2.68038,2.79248,2.85377,2.87429,2.87089,2.85634,2.83909,2.83076,2.83451,2.84596,2.86773,Mt,
"Reference,date=2025-8-6T12:58:38-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Dairy,Dairy,6.1079,10.6697,10.8832,9.74697,12.1055,14.6025,17.4334,20.2603,23.0727,25.7778,28.268,30.665,32.7102,34.4095,35.7532,36.8598,37.6912,38.3154,38.7415,39.0799,39.2747,Mt,
