global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:52-07:00",Global,global-mean-surface-temperature,0.698163,0.728498,0.933101,0.898578,1.17438,1.33866,1.48979,1.67195,1.84417,1.99622,2.16165,2.33723,2.51942,2.70755,2.90083,3.09745,3.29703,3.49747,3.69788,3.89848,4.09924,4.29884,4.49676,4.69182,4.88366,degreesC,
