LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:34-07:00",Africa_Eastern,All LandLeaf,16.96290340788599,19.766772628866008,21.66765397885925,97.5898358198072,91.94537297658782,89.37241945731033,85.10251876079367,148.97142288459588,210.5551637114659,233.49838538501191,253.1548747864743,199.3388187064,176.8765491506148,156.08282246088731,128.48240650752368,106.97660908124385,85.249159166845,70.44479495457715,55.578810451324834,43.19197319684363,35.13559453852779,25.158794741969743,16.117190632165237,11.70600224993238,4.998757786381283,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Africa_Northern,All LandLeaf,-8.83002972082367,-6.7841780120134505,-6.243885534645335,0.007970996171604572,3.921505059832513,4.629535488973686,4.325266147047437,15.898588643787361,10.639374022317405,21.508758674429657,12.539928026529962,7.930014281678001,4.373724538691692,2.2386587928805586,-0.2577418118572148,-1.7687915727067425,-3.2616942482882747,-3.9796073972229515,-5.774827719780662,-7.679285587110767,-9.508594733760171,-7.9791379128372295,-4.548862757436657,-3.251440249378439,-2.4732831087326064,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Africa_Southern,All LandLeaf,-3.3446443165049207,6.110444287725463,13.394173658503156,14.801264845628355,14.76348987339169,14.696884056148352,122.4133040618164,190.0343660668148,75.81289637258169,131.27868059273925,129.90713066349156,101.304864912353,115.293316824523,124.53883819296908,120.41550133113051,110.36809466664508,100.87434843018895,87.4986176362507,72.47657402345831,60.99847378658394,46.541910204091636,31.79559307388834,14.859279578862745,4.136596251762908,2.813987463300265,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Africa_Western,All LandLeaf,27.40537537713656,38.03437986522047,46.031963233582,110.61185990911807,107.6536936040059,105.17001822191037,164.40512244157003,228.66786472913304,165.5828283934047,433.36693076788185,434.1068879401799,439.66536672199237,362.68462882685,319.2623335493318,267.39417779055833,292.8787575425435,245.43858083800404,230.00760826197637,208.98315519194614,185.35525020312565,169.9302655856915,144.8364582749565,106.26782325892522,87.73388502104346,47.64386675031801,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Argentina,All LandLeaf,-9.392437094236088,-30.987814191935293,-40.96145742512953,12.957901779574144,22.723499877200307,27.23899525197315,52.17093570832223,58.82762081787273,28.97434177087402,6.109824946769413,15.948318818003886,17.342987806513722,19.456811063732744,18.327916682486187,15.116740979234864,15.78154533246484,11.146691778049563,7.350013777679805,3.564558091925019,0.5764278615180459,-1.027554450847159,-2.25523444488851,-3.0321835455933632,-3.1796835670493264,-3.6784978896753784,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Australia_NZ,All LandLeaf,0.7811604220627899,0.9355683944863539,1.9279847910103234,24.801292048114423,17.640557572705823,14.103475927435015,-0.05873586251152557,17.676005717317718,-16.427848337155826,7.322851116928138,14.161718936301217,19.744739295456522,24.754976723374238,32.1775192157347,32.50788066087411,29.97853969517297,28.01588962719084,27.69831096014878,26.488339809142037,24.98157029130033,24.51526778584615,20.56333789777587,17.881265386176786,17.335975268485804,15.35567103408316,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Brazil,All LandLeaf,208.78042263462308,213.79414754702478,218.53212389380235,149.4459915469266,159.32130702130922,166.16892451527207,174.65817401015693,509.496715759119,114.48219558037576,103.82824757700392,125.19461614894044,112.6114208618768,134.629460263295,160.68836893998417,141.17619688513872,149.68003063915634,120.88126810801404,84.37271431502498,75.09733312148299,65.14171228603385,46.90955290971177,47.824722771540195,27.377145593126567,13.17855277738333,14.696695680761255,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Canada,All LandLeaf,61.3272267891519,69.04110121786883,75.25803513919368,71.64177402548471,73.29160338772182,74.62289320024325,-72.0117633504604,-45.97001118055513,-38.600606298794354,-2.9485185198305373,14.16181367108058,41.56520608044985,76.76534071421823,114.83872030764033,127.39797481916736,128.5548838187711,120.0828730590634,108.414692673229,99.5049247481086,84.6713572117099,74.36592411564307,79.19719371705318,71.49265802739849,57.85576839788692,46.810142343267295,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Central America and Caribbean,All LandLeaf,21.835561099230635,21.103485537800385,21.05122502100541,14.025103212736221,14.327946612091175,14.561378715876497,13.023429630450067,11.062625109113345,7.82069767737639,32.60817517027103,26.38569940948511,23.46716366719203,23.089996924238083,20.94304126367192,15.093128307071767,13.204590467773823,6.896015146167664,3.340101703987844,1.01630182035352,-0.05519781611154332,-1.3337875401629016,-2.2172052669318796,-2.9151784787602826,-3.540718786337071,-3.7914545472833745,MtC/yr,
"Reference,date=2025-20-6T13:04:34-07:00",Central Asia,All LandLeaf,33.42462548953611,23.56501911420208,15.076196137781158,4.331172569562674,-10.206673538853916,-18.291753702996903,83.86599377363832,-10.003155223826797,-33.57924740368868,-15.667297387587352,-6.260715952414547,-0.24352334660331534,2.798866695476932,4.298893519887379,5.307778893250626,6.465424606481053,6.400521446865076,7.444971960545316,7.1021112454145365,6.417372919060639,5.837665727777461,4.076912689061824,3.2813387456484517,2.6140149215909574,1.8170253831353742,MtC/yr,
