total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:42-07:00",Global,forcing-total,0.648287,0.793762,1.16108,1.36309,1.71876,1.79029,2.14681,2.51088,2.83657,3.05537,3.34839,3.63932,3.93331,4.2338,4.53706,4.84299,5.15128,5.45126,5.74913,6.04713,6.34542,6.63741,6.9256,7.20443,7.47858,W/m^2,
