global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:42-07:00",Global,global-mean-surface-temperature,0.698163,0.728498,0.933101,0.898578,1.17438,1.33866,1.48979,1.67195,1.84417,1.99608,2.16131,2.33688,2.51931,2.70796,2.90203,3.09967,3.30034,3.50191,3.70346,3.9051,4.10678,4.30744,4.50659,4.70294,4.89596,degreesC,
