meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.063683,0.0889019,0.135038,0.1752,0.209758,0.246131,0.287503,0.315971,0.351765,0.384739,0.413873,0.438307,0.457119,0.469084,0.474424,0.47565,0.477774,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.697698,0.879526,1.18694,1.40122,1.55619,1.71613,1.91128,2.03511,2.22141,2.40316,2.57457,2.72697,2.84977,2.93545,2.98302,3.00588,3.03219,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0792585,0.0946461,0.117537,0.138977,0.159507,0.180707,0.203175,0.22302,0.245306,0.266677,0.287501,0.307597,0.325476,0.339679,0.350197,0.357922,0.364952,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389433,0.458652,0.561542,0.670391,0.782427,0.90229,1.03201,1.1602,1.29978,1.44019,1.57941,1.71356,1.83923,1.95338,2.05311,2.13899,2.21643,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124628,0.0150591,0.0187383,0.022347,0.0262022,0.0306445,0.0358052,0.0411258,0.0473198,0.0538909,0.0606848,0.0674674,0.0740056,0.0800955,0.0855081,0.0901865,0.0944179,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0848402,0.102348,0.133995,0.175096,0.224331,0.281287,0.345526,0.414682,0.48932,0.566937,0.644244,0.719977,0.792699,0.861998,0.926985,0.986116,1.03919,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97188,3.22444,3.77053,4.52726,5.39464,6.34867,7.41697,8.60172,9.93311,11.3673,12.8534,14.3644,15.8507,17.3078,18.7111,20.0184,21.2007,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148778,0.159222,0.177463,0.201648,0.230403,0.261254,0.2934,0.329751,0.3676,0.406121,0.445421,0.485908,0.524785,0.560792,0.594342,0.624649,0.651201,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473137,0.538812,0.631846,0.748454,0.882182,1.02928,1.18726,1.36671,1.55247,1.74505,1.93935,2.13077,2.31589,2.49528,2.66539,2.82032,2.95513,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258109,0.0306497,0.0370398,0.0439818,0.0520564,0.0615598,0.0725062,0.0850485,0.098985,0.113976,0.129531,0.145145,0.160354,0.17499,0.18856,0.200557,0.210969,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.442033,0.478721,0.541155,0.614455,0.685498,0.752357,0.814864,0.871081,0.922649,0.968665,1.00975,1.04708,1.08109,1.1113,1.13921,1.16643,1.19244,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,6.76608,6.5887,6.66056,6.9612,7.23594,7.46602,7.70237,7.96444,8.26309,8.57617,8.90251,9.23597,9.56164,9.87485,10.1818,10.49,10.7828,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.631311,0.731345,0.844922,0.953952,1.06899,1.19347,1.32562,1.46832,1.61714,1.76926,1.92303,2.07502,2.22217,2.3634,2.49699,2.62098,2.73319,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,Scavenging_Other,Beef,Beef,0.0056677,0.011149,0.016734,0.02743,0.0306005,0.0320549,0.0358508,0.0404161,0.0460344,0.0525824,0.0598708,0.0678649,0.0764147,0.0847815,0.0929074,0.100898,0.108524,0.115447,0.122016,0.128116,0.133698,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,Scavenging_Other,Dairy,Dairy,0.189169,0.35511,0.462481,0.532775,0.490839,0.434126,0.421485,0.434698,0.463743,0.501128,0.545634,0.604732,0.671614,0.739207,0.808493,0.882202,0.953644,1.01918,1.08228,1.14096,1.19347,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Mixed,Scavenging_Other,SheepGoat,SheepGoat,0.0219065,0.0431595,0.0601008,0.0629144,0.0792665,0.0982725,0.122571,0.147365,0.175827,0.209899,0.249333,0.29454,0.343771,0.395302,0.447121,0.497249,0.544176,0.587196,0.624595,0.655194,0.680142,Mt,
"Reference,date=2025-20-6T13:04:42-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Beef,Beef,0.789637,1.1224,1.23967,1.49336,1.63999,1.791,1.99103,2.22083,2.44073,2.6295,2.77809,2.91616,3.00998,3.07509,3.1223,3.16194,3.19593,3.2221,3.24813,3.27923,3.30999,Mt,
