meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0636813,0.0882762,0.13341,0.172204,0.205292,0.24001,0.27899,0.306053,0.338691,0.369442,0.393586,0.412666,0.427205,0.431577,0.433033,0.43275,0.433321,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.697683,0.873827,1.17334,1.37807,1.52392,1.67389,1.85409,1.9686,2.1344,2.30001,2.4374,2.5516,2.64276,2.67728,2.69728,2.70817,2.72416,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.079257,0.094578,0.117389,0.138677,0.159068,0.18013,0.202373,0.222116,0.24403,0.265108,0.284927,0.303479,0.320362,0.332459,0.34176,0.349017,0.355694,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389429,0.458475,0.561153,0.669514,0.781158,0.900788,1.03007,1.15842,1.29763,1.43788,1.57539,1.70772,1.8321,1.94148,2.0384,2.12277,2.19783,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.012464,0.0150462,0.0187161,0.0223051,0.0261421,0.0305696,0.0356942,0.0409906,0.0470904,0.0535662,0.0601099,0.0666037,0.0728536,0.0783765,0.0833718,0.0877511,0.0916816,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0848415,0.102242,0.133711,0.174506,0.223205,0.27937,0.342688,0.410937,0.484272,0.561235,0.63765,0.713075,0.785831,0.85575,0.922505,0.984043,1.04022,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97195,3.22338,3.76514,4.51415,5.36971,6.30658,7.35422,8.5153,9.81638,11.2265,12.6812,14.1612,15.6255,17.0813,18.5129,19.8679,21.1267,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148777,0.159421,0.177711,0.201963,0.230748,0.261518,0.293665,0.329895,0.36793,0.406723,0.446923,0.487795,0.528378,0.568094,0.605602,0.640232,0.672069,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473131,0.539299,0.632664,0.749725,0.883895,1.03135,1.19011,1.37027,1.55771,1.75204,1.95126,2.14951,2.34116,2.53304,2.71281,2.87546,3.01851,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258131,0.0306539,0.0370536,0.0440085,0.0520894,0.0615893,0.0725226,0.0850238,0.0988461,0.113709,0.129077,0.144518,0.159493,0.173855,0.187132,0.198893,0.209204,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.442038,0.479081,0.541524,0.614625,0.685853,0.753278,0.816543,0.874384,0.928202,0.976435,1.02109,1.06254,1.10121,1.13814,1.1724,1.20545,1.2361,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,6.76623,6.59825,6.6695,6.96609,7.24198,7.47554,7.71478,7.98445,8.29769,8.62039,8.96744,9.32174,9.6739,10.0364,10.3933,10.7502,11.0877,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.631364,0.731832,0.846049,0.95582,1.07199,1.19803,1.33189,1.47663,1.62799,1.78184,1.93898,2.09511,2.24649,2.39457,2.53378,2.6625,2.77851,Mt,
"Reference,date=2025-20-6T13:04:51-07:00",Africa_Eastern,Mixed,Scavenging_Other,Beef,Beef,0.0056677,0.011149,0.016734,0.02743,0.0306023,0.0320411,0.0357843,0.0403319,0.0459699,0.0526072,0.0600797,0.068389,0.0773484,0.086207,0.094862,0.10322,0.111811,0.120043,0.128225,0.136071,0.143413,Mt,
