global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-14-6T08:08:25-07:00",Global,global-mean-surface-temperature,0.309692,0.323044,0.458669,0.435222,0.624352,0.722924,0.827815,0.958379,1.08394,1.1909,1.30474,1.42308,1.54396,1.66733,1.79309,1.92044,2.04958,2.17858,2.30725,2.43621,2.56562,2.69423,2.82184,2.94746,3.07127,degreesC,
