meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0635302,0.0889981,0.134461,0.173343,0.206249,0.239134,0.276788,0.303814,0.335566,0.365324,0.388373,0.405721,0.415703,0.416378,0.415302,0.415111,0.417195,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.695801,0.880662,1.18144,1.38557,1.52952,1.66761,1.84197,1.95922,2.12238,2.28313,2.41629,2.52256,2.58892,2.60429,2.61046,2.62315,2.64776,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0791475,0.0948818,0.117754,0.139058,0.159321,0.179538,0.201099,0.220408,0.241449,0.262347,0.282138,0.300333,0.315421,0.32493,0.331923,0.337384,0.34281,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389152,0.459294,0.562165,0.670818,0.782427,0.900442,1.02804,1.15566,1.29339,1.43481,1.57363,1.70585,1.82723,1.92995,2.02083,2.10286,2.17839,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124553,0.0150943,0.0187842,0.0223892,0.0262258,0.030584,0.0356393,0.040917,0.0469744,0.053494,0.0601409,0.0667095,0.0728603,0.0781296,0.082854,0.0871206,0.091066,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0849534,0.102304,0.13391,0.174649,0.223323,0.279654,0.342939,0.411712,0.485717,0.563566,0.641829,0.718571,0.7922,0.862152,0.928231,0.990217,1.04669,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97495,3.22462,3.76754,4.51295,5.36749,6.31139,7.3683,8.55091,9.87627,11.3089,12.8142,14.3374,15.8384,17.3217,18.7571,20.1353,21.3957,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148917,0.159453,0.177754,0.2018,0.230363,0.26088,0.292978,0.329051,0.36648,0.405589,0.446948,0.488553,0.529008,0.566955,0.601979,0.633213,0.660482,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473417,0.538822,0.632313,0.749399,0.883643,1.03241,1.19176,1.37268,1.56164,1.76057,1.9661,2.17016,2.3713,2.56722,2.74913,2.91204,3.0529,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258249,0.0306802,0.0371105,0.0440819,0.0521664,0.0616842,0.072605,0.0851453,0.099047,0.114173,0.130016,0.145956,0.16147,0.175969,0.18919,0.200822,0.210921,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.441945,0.479226,0.541875,0.61542,0.686853,0.7541,0.816968,0.874583,0.928041,0.978262,1.02322,1.06294,1.10098,1.13579,1.16965,1.20461,1.23755,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,6.76298,6.59914,6.66828,6.96749,7.24574,7.48254,7.72903,8.00676,8.32638,8.66976,9.02825,9.3775,9.73703,10.0978,10.4622,10.8458,11.2047,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.631387,0.732389,0.847105,0.957574,1.07394,1.19997,1.3336,1.47842,1.63029,1.78911,1.95135,2.11104,2.26836,2.41722,2.55763,2.68877,2.80661,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,Scavenging_Other,Beef,Beef,0.0056677,0.011149,0.016734,0.02743,0.030677,0.0322,0.0359435,0.040443,0.0461089,0.0528228,0.0605588,0.0689705,0.0778956,0.0866977,0.0955316,0.104098,0.112252,0.120231,0.127929,0.135301,0.142115,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,Scavenging_Other,Dairy,Dairy,0.189169,0.35511,0.462481,0.532775,0.492773,0.438093,0.423515,0.435036,0.463878,0.501618,0.550177,0.611667,0.67991,0.749838,0.826193,0.903809,0.979458,1.05667,1.13224,1.2053,1.27137,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Mixed,Scavenging_Other,SheepGoat,SheepGoat,0.0219065,0.0431595,0.0601008,0.0629144,0.0793053,0.0983672,0.122819,0.147828,0.17642,0.210569,0.249935,0.294977,0.343754,0.395518,0.447899,0.49866,0.54579,0.586817,0.621407,0.649031,0.671573,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Beef,Beef,0.789637,1.1224,1.23967,1.49336,1.64012,1.79383,1.99603,2.22975,2.45469,2.65066,2.80808,2.95317,3.05914,3.1451,3.21522,3.26954,3.3256,3.37847,3.4294,3.48483,3.53483,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Dairy,Dairy,6.1079,10.6697,10.8832,9.74697,12.0731,14.5474,17.3764,20.2428,23.1324,25.9511,28.563,31.0935,33.2887,35.2049,36.8283,38.1162,39.1956,39.9879,40.5439,40.9736,41.2759,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,SheepGoat,SheepGoat,0.200072,0.328488,0.346608,0.27254,0.327965,0.387146,0.455953,0.522439,0.593076,0.670459,0.752895,0.842116,0.934852,1.031,1.12807,1.22259,1.31445,1.39997,1.47925,1.55185,1.6163,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Pastoral,Scavenging_Other,Beef,Beef,0.0415631,0.0590743,0.065243,0.078597,0.0961721,0.111725,0.133086,0.156278,0.183937,0.214871,0.247554,0.283547,0.317332,0.348372,0.377744,0.404155,0.427597,0.448675,0.466585,0.481511,0.493466,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Pastoral,Scavenging_Other,Dairy,Dairy,0.321377,0.561478,0.572911,0.512998,0.695335,0.915228,1.20395,1.51855,1.89109,2.32833,2.8134,3.35371,3.89406,4.4197,4.90974,5.34,5.69646,5.96015,6.13084,6.22107,6.26247,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Eastern,Pastoral,Scavenging_Other,SheepGoat,SheepGoat,0.0222303,0.0365081,0.0384952,0.0302598,0.0384575,0.0481243,0.0606117,0.0734132,0.0880715,0.105609,0.125809,0.148891,0.173761,0.200043,0.226483,0.251954,0.275456,0.295737,0.312662,0.326004,0.336782,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FeedCrops,Beef,Beef,0.100454,0.165636,0.214497,0.262171,0.290932,0.329038,0.370985,0.419278,0.470208,0.51957,0.568667,0.614308,0.6598,0.703148,0.740603,0.772753,0.800634,0.822391,0.837304,0.849911,0.858355,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FeedCrops,Dairy,Dairy,0.956966,2.20216,2.76867,3.09828,3.50574,3.916,4.40496,4.89701,5.36645,5.77229,6.15879,6.49638,6.83316,7.13235,7.36437,7.52595,7.63271,7.67655,7.64741,7.61572,7.55317,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FeedCrops,Pork,Pork,0.0010405,8.75651E-4,4.68702E-4,3.41093E-4,3.68503E-4,4.32459E-4,4.85104E-4,5.30802E-4,5.7084E-4,5.94431E-4,6.06451E-4,6.08943E-4,6.07315E-4,6.03422E-4,5.97478E-4,5.85078E-4,5.66013E-4,5.40119E-4,5.09078E-4,4.79652E-4,4.51367E-4,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FeedCrops,Poultry,Poultry,0.810732,1.69532,2.22038,2.85645,3.15593,3.61271,4.09017,4.60523,5.13091,5.63793,6.12836,6.57983,7.00775,7.39166,7.72078,8.00255,8.24709,8.45405,8.61003,8.74046,8.83257,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.044315,0.0577968,0.070656,0.0880967,0.0982083,0.112086,0.127093,0.143605,0.160719,0.177445,0.194014,0.209707,0.225265,0.239964,0.253126,0.264748,0.275232,0.284066,0.291015,0.297069,0.301528,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FodderHerb_Residue,Beef,Beef,0.276185,0.430501,0.527792,0.611266,0.669241,0.773997,0.880005,1.00061,1.13245,1.26939,1.40263,1.53105,1.64525,1.74972,1.8397,1.91664,1.98179,2.03586,2.0795,2.11085,2.12894,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FodderHerb_Residue,Dairy,Dairy,2.51558,5.74963,6.81081,7.18609,7.8969,8.87878,9.92386,10.9383,11.9995,13.0322,13.9779,14.8529,15.5564,16.1162,16.5236,16.7611,16.852,16.8518,16.7589,16.6004,16.3469,Mt,
"Reference,date=2025-14-6T08:08:25-07:00",Africa_Northern,Mixed,FodderHerb_Residue,Pork,Pork,0.00237831,0.00262705,0.0012497,0.00102318,0.00109053,0.0013085,0.00147791,0.00162181,0.0017539,0.00184451,0.00189045,0.0019078,0.00189334,0.00186755,0.00183619,0.00178425,0.00171061,0.0016205,0.00152028,0.00142227,0.00132759,Mt,
