global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T14:20:04-07:00",Global,global-mean-surface-temperature,0.0404867,0.0490077,0.157376,0.140001,0.303502,0.380712,0.478066,0.600421,0.722634,0.822585,0.925134,1.02937,1.13408,1.23974,1.34678,1.45491,1.56455,1.67356,1.78221,1.89077,2.0,2.10865,2.21663,2.32313,2.42856,degreesC,
