meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0635318,0.0887646,0.135106,0.175062,0.209309,0.24511,0.285663,0.314206,0.349839,0.382613,0.411754,0.43723,0.457514,0.471347,0.478761,0.482183,0.48651,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.695816,0.878089,1.18778,1.4008,1.55449,1.71206,1.90424,2.03098,2.21918,2.40206,2.57797,2.74168,2.87824,2.9793,3.04202,3.08056,3.12285,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0791489,0.0944889,0.117297,0.138457,0.158615,0.179216,0.200938,0.220301,0.241968,0.26283,0.283322,0.30341,0.321283,0.33563,0.346408,0.354272,0.361508,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389157,0.458335,0.561156,0.669603,0.781017,0.899994,1.02856,1.15625,1.2953,1.43606,1.57609,1.71187,1.83983,1.95529,2.05634,2.14409,2.22363,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124542,0.0150516,0.0187359,0.0223353,0.0261731,0.0305885,0.0357106,0.0410218,0.0472019,0.0538226,0.0607208,0.0676862,0.0744556,0.0806829,0.0861999,0.0910031,0.0953788,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0849521,0.102534,0.134372,0.175642,0.224968,0.282144,0.346634,0.416121,0.490976,0.569564,0.648317,0.725325,0.798993,0.868068,0.932428,0.991606,1.04491,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97488,3.23008,3.78189,4.54336,5.41524,6.37859,7.45983,8.66105,10.0096,11.4753,13.0143,14.5808,16.1168,17.5999,19.0146,20.3456,21.5562,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148918,0.159382,0.177611,0.201619,0.230117,0.26061,0.292383,0.328358,0.365603,0.403869,0.443336,0.483846,0.522035,0.556968,0.589176,0.617919,0.643029,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473423,0.53912,0.632154,0.748935,0.882655,1.03011,1.18865,1.3683,1.55435,1.74938,1.94713,2.14053,2.32693,2.50313,2.66843,2.81903,2.94936,Mt,
"Reference,date=2025-14-6T08:08:29-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258226,0.0306672,0.0370692,0.0440219,0.0520946,0.0616108,0.0725757,0.0851378,0.0990928,0.114317,0.130248,0.146269,0.161895,0.176523,0.189911,0.201746,0.212005,Mt,
