global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:46-07:00",Global,global-mean-surface-temperature,0.0404867,0.0490077,0.157376,0.140001,0.303502,0.380712,0.478066,0.600421,0.722726,0.822817,0.925641,1.0302,1.13539,1.24167,1.34949,1.45857,1.56939,1.67982,1.78994,1.90034,2.01129,2.12152,2.23111,2.33918,2.44611,degreesC,
