total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:46-07:00",Global,forcing-total,0.624827,0.768642,1.13497,1.34248,1.70476,1.77244,2.12102,2.47602,2.79232,3.00315,3.28944,3.57389,3.86183,4.15587,4.45231,4.7516,5.05424,5.34907,5.64178,5.93388,6.22542,6.51011,6.79169,7.06409,7.33228,W/m^2,
