total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-6T12:58:36-07:00",Global,forcing-total,0.673587,0.818368,1.18542,1.39026,1.75272,1.82542,2.18125,2.54527,2.872,3.09155,3.3842,3.67474,3.96774,4.2663,4.56634,4.86888,5.17399,5.47078,5.76618,6.06193,6.35791,6.64742,6.93303,7.20925,7.48138,W/m^2,
