meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0629776,0.087782,0.131129,0.166562,0.195795,0.224718,0.25606,0.278757,0.303182,0.322687,0.337113,0.343368,0.343897,0.339249,0.332602,0.326296,0.323746,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.687314,0.860758,1.13793,1.31444,1.43667,1.55561,1.70336,1.80354,1.93683,2.05864,2.16026,2.22739,2.25763,2.25458,2.2314,2.20905,2.19745,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0791524,0.0948937,0.117904,0.139239,0.159578,0.179955,0.201552,0.221123,0.242491,0.26378,0.284913,0.303478,0.319218,0.329542,0.336015,0.33661,0.334051,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389159,0.459351,0.562561,0.671355,0.78312,0.901385,1.02881,1.15684,1.29469,1.43611,1.57662,1.70839,1.82904,1.93117,2.01742,2.09589,2.16715,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.012457,0.0151119,0.018831,0.0224533,0.0263062,0.0306804,0.0357143,0.0410085,0.0470633,0.0535563,0.0603022,0.066792,0.0728777,0.0781285,0.0826152,0.0865526,0.0901448,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0848867,0.102251,0.133514,0.17335,0.220149,0.273397,0.331084,0.393479,0.457149,0.518986,0.577781,0.629732,0.677075,0.721624,0.764787,0.800379,0.834432,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.96225,3.19338,3.70926,4.4198,5.23073,6.11898,7.10339,8.19078,9.37825,10.6174,11.8644,13.0836,14.2342,15.3576,16.4321,17.3239,18.0589,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148912,0.15905,0.177268,0.201335,0.229988,0.260659,0.29315,0.329248,0.366858,0.406136,0.44748,0.488105,0.527778,0.564295,0.597979,0.612818,0.614125,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473391,0.53817,0.63094,0.747747,0.88196,1.03082,1.19103,1.37177,1.56066,1.75903,1.96032,2.16182,2.35921,2.55026,2.73145,2.89391,3.03301,Mt,
"Reference,date=2025-8-6T12:58:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258271,0.0306861,0.0371187,0.0440996,0.05221,0.0617604,0.0727089,0.0852743,0.0992012,0.114286,0.130056,0.145792,0.161112,0.17549,0.188676,0.199865,0.209357,Mt,
