total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-5T10:31:11-07:00",Global,forcing-total,0.613136,0.751914,1.11103,1.31107,1.66116,1.71893,2.05939,2.40766,2.71713,2.91969,3.19579,3.46891,3.74375,4.02366,4.30493,4.58807,4.87345,5.15026,5.42466,5.69737,5.9711,6.23813,6.5018,6.75659,7.00777,W/m^2,
