global mean temperature
scenario,region,temperature,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-5T10:31:11-07:00",Global,global-mean-surface-temperature,0.214113,0.228921,0.363544,0.342249,0.536796,0.644215,0.760415,0.904853,1.04803,1.17146,1.29993,1.43236,1.56704,1.70409,1.84368,1.98516,2.12876,2.27245,2.41599,2.55961,2.7039,2.84773,2.99085,3.13231,3.27229,degreesC,
