meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0635302,0.0880652,0.133066,0.172057,0.205587,0.240759,0.281589,0.309552,0.344522,0.37672,0.40208,0.4258,0.443998,0.455059,0.463461,0.467898,0.472762,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.695801,0.872291,1.1709,1.37753,1.52753,1.68225,1.87693,2.00025,2.18427,2.36148,2.51083,2.6591,2.77936,2.86058,2.92743,2.97195,3.01711,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0791475,0.0944999,0.117187,0.138323,0.158461,0.179007,0.200954,0.220246,0.242037,0.263159,0.28305,0.30284,0.320833,0.335064,0.346938,0.355924,0.36403,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389152,0.4583,0.560769,0.669047,0.780359,0.899285,1.02855,1.15633,1.29602,1.43797,1.57732,1.71464,1.84377,1.95971,2.06452,2.15537,2.23685,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124553,0.0150428,0.0187105,0.0223062,0.026144,0.0305635,0.0357244,0.0410353,0.0472202,0.0538447,0.0606081,0.0675227,0.0742025,0.0802659,0.0858309,0.0906662,0.0950258,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0849534,0.10233,0.133972,0.174903,0.223815,0.280594,0.344825,0.414075,0.488645,0.567136,0.64577,0.723403,0.798245,0.869323,0.936403,0.998679,1.05526,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97495,3.22859,3.77449,4.52637,5.38941,6.34604,7.4222,8.61933,9.96386,11.4207,12.9469,14.5065,16.0583,17.5824,19.0575,20.4691,21.7626,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148917,0.159768,0.178038,0.202015,0.230486,0.260916,0.292595,0.328584,0.366129,0.404826,0.445168,0.485852,0.526466,0.564945,0.600832,0.634009,0.66348,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473417,0.539644,0.633203,0.750164,0.883913,1.03131,1.18921,1.369,1.55508,1.75055,1.95183,2.14822,2.33843,2.52002,2.68696,2.83931,2.97191,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258249,0.0306723,0.037087,0.0440533,0.0521307,0.0616472,0.0726014,0.0851419,0.0990263,0.114154,0.129982,0.145851,0.161308,0.175715,0.188852,0.200469,0.210564,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.441945,0.47911,0.541548,0.614834,0.686008,0.753208,0.816377,0.873481,0.926301,0.973641,1.01547,1.05402,1.08962,1.12358,1.15594,1.18812,1.2182,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,6.76298,6.60411,6.67357,6.9716,7.2506,7.48939,7.73736,8.01396,8.33198,8.65585,8.99349,9.34086,9.68808,10.0438,10.3971,10.7615,11.1022,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.631387,0.732052,0.846236,0.956137,1.07192,1.19733,1.3305,1.47447,1.62493,1.78015,1.93817,2.09433,2.24626,2.39092,2.52659,2.65321,2.76689,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,Scavenging_Other,Beef,Beef,0.0056677,0.011149,0.016734,0.02743,0.030677,0.0321753,0.035875,0.0403355,0.0459733,0.0527467,0.0604197,0.0688672,0.0780671,0.0870658,0.0959277,0.10465,0.113434,0.122086,0.130497,0.138544,0.145986,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,Scavenging_Other,Dairy,Dairy,0.189169,0.35511,0.462481,0.532775,0.492773,0.438876,0.423725,0.434966,0.464283,0.503753,0.551617,0.614977,0.68841,0.762441,0.84061,0.921935,1.00951,1.09894,1.18809,1.27537,1.35539,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Mixed,Scavenging_Other,SheepGoat,SheepGoat,0.0219065,0.0431595,0.0601008,0.0629144,0.0793053,0.0982915,0.122623,0.147511,0.175949,0.209946,0.249208,0.294101,0.342738,0.394537,0.446958,0.497305,0.544311,0.585247,0.619868,0.647887,0.670791,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Beef,Beef,0.789637,1.1224,1.23967,1.49336,1.64012,1.79473,1.99673,2.22857,2.45086,2.64259,2.79423,2.93625,3.03694,3.10891,3.16404,3.20684,3.24839,3.2928,3.33515,3.38304,3.42662,Mt,
"Reference,date=2025-14-6T08:08:23-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Dairy,Dairy,6.1079,10.6697,10.8832,9.74697,12.0731,14.5465,17.3689,20.2165,23.0804,25.8654,28.4371,30.9433,33.0998,34.9206,36.4395,37.6396,38.6064,39.3422,39.8415,40.2236,40.4852,Mt,
