total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T14:20:00-07:00",Global,forcing-total,0.648287,0.793762,1.16108,1.36309,1.71876,1.79029,2.14681,2.51088,2.83665,3.05457,3.3456,3.63375,3.9241,4.21997,4.51766,4.81759,5.1201,5.41425,5.7062,5.99644,6.28771,6.57232,6.85371,7.12636,7.39541,W/m^2,
