meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0629776,0.087105,0.129257,0.163951,0.192737,0.221316,0.25317,0.27553,0.299678,0.318957,0.330735,0.336615,0.336484,0.33084,0.325303,0.32092,0.321038,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.687314,0.855049,1.12231,1.29392,1.41373,1.53074,1.68116,1.77832,1.90805,2.02509,2.10587,2.16496,2.18547,2.17144,2.15303,2.14524,2.15535,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0791524,0.0948991,0.117801,0.139148,0.159513,0.179903,0.201769,0.221365,0.24292,0.264597,0.285209,0.304516,0.32068,0.331139,0.338773,0.34493,0.350723,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389159,0.459301,0.562184,0.670867,0.782596,0.90087,1.02903,1.15711,1.29552,1.43805,1.57789,1.71117,1.83324,1.93568,2.02522,2.10618,2.1805,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.012457,0.0151002,0.018798,0.0224118,0.026254,0.0306147,0.0356682,0.0409404,0.0469794,0.0534638,0.0600557,0.0665153,0.0725269,0.0776321,0.082167,0.0862306,0.0900483,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0848867,0.102043,0.133117,0.172632,0.219051,0.271962,0.329461,0.391626,0.45506,0.516741,0.575212,0.627784,0.675774,0.721548,0.766069,0.806853,0.848757,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.96225,3.19094,3.70049,4.40112,5.20194,6.08101,7.05624,8.1333,9.30646,10.5251,11.7418,12.9431,14.0722,15.1888,16.2696,17.3186,18.3093,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148912,0.159423,0.177674,0.20173,0.230373,0.26105,0.293428,0.329696,0.367602,0.407467,0.449546,0.492578,0.534562,0.574407,0.611511,0.645368,0.674384,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473391,0.538739,0.632036,0.749029,0.883325,1.03233,1.19213,1.37334,1.56297,1.76264,1.96899,2.17485,2.37842,2.57798,2.76481,2.93394,3.07967,Mt,
"Reference,date=2025-8-6T12:58:40-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258271,0.0306909,0.0371278,0.0441114,0.0522089,0.0617393,0.0726605,0.0852003,0.0990941,0.114156,0.129928,0.145753,0.161171,0.175697,0.189058,0.200835,0.211158,Mt,
