meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.063801,0.0877963,0.131863,0.168931,0.19503,0.224598,0.254388,0.276574,0.301371,0.323419,0.334543,0.33357,0.327891,0.329931,0.30694,0.293243,0.292008,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.675886,0.841349,1.1258,1.31458,1.41216,1.53192,1.66435,1.75738,1.88995,2.02145,2.09933,2.11643,2.10384,2.13655,2.01351,1.94008,1.93451,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0806296,0.096288,0.119825,0.1419,0.162116,0.183354,0.205713,0.226533,0.249575,0.273915,0.295317,0.313281,0.327804,0.343441,0.341639,0.342828,0.348962,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.390302,0.460142,0.564903,0.675427,0.786294,0.90651,1.03529,1.16498,1.30609,1.45344,1.59177,1.71841,1.83387,1.94718,2.00058,2.05992,2.13239,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0127464,0.0152933,0.0189413,0.0225795,0.0263531,0.0308063,0.0358786,0.0412092,0.0473738,0.05411,0.0606934,0.0666979,0.0723033,0.07804,0.0805988,0.0832893,0.0868935,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0835576,0.101107,0.132553,0.172564,0.218688,0.271801,0.329124,0.39065,0.453509,0.513684,0.570045,0.618888,0.662645,0.706413,0.747501,0.783086,0.819891,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.80571,3.06729,3.60927,4.32759,5.11461,5.97873,6.92548,7.96313,9.10479,10.2627,11.421,12.5289,13.5618,14.5921,15.6384,16.5207,17.3259,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.150422,0.160818,0.178767,0.202767,0.232244,0.263503,0.297287,0.335089,0.374711,0.415844,0.459096,0.504525,0.548135,0.588933,0.632219,0.668796,0.69855,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.483113,0.546397,0.636513,0.751664,0.888718,1.03992,1.20578,1.39188,1.58797,1.79113,2.00307,2.22593,2.44819,2.64814,2.87888,3.08474,3.25322,Mt,
"Reference,date=2025-5-6T16:31:34-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0271793,0.0317171,0.0377093,0.0445128,0.0527038,0.0625009,0.0738678,0.086868,0.101448,0.117228,0.133806,0.150618,0.167327,0.183066,0.198043,0.211214,0.223224,Mt,
