total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-5-6T16:31:34-07:00",Global,forcing-total,0.613136,0.751914,1.11103,1.31107,1.66116,1.71893,2.05939,2.40766,2.71735,2.9204,3.19512,3.46897,3.74196,4.02237,4.3022,4.58517,4.87303,5.15043,5.42655,5.70145,5.9778,6.24637,6.51378,6.76943,7.02486,W/m^2,
