meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0644372,0.0899716,0.137958,0.180073,0.210615,0.245221,0.281219,0.308616,0.342152,0.376538,0.400464,0.410278,0.414043,0.425822,0.400794,0.387155,0.387267,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.685459,0.870028,1.19361,1.4213,1.5437,1.68721,1.84349,1.95779,2.12745,2.31041,2.44638,2.5058,2.53385,2.61084,2.47981,2.40493,2.40935,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0806253,0.0962641,0.119764,0.141792,0.161915,0.183009,0.205077,0.225634,0.248183,0.271781,0.292437,0.309462,0.323107,0.338128,0.335965,0.336826,0.342823,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.390297,0.460122,0.564862,0.675351,0.786092,0.906005,1.03414,1.16322,1.30331,1.4492,1.58595,1.71075,1.82451,1.93713,1.99011,2.04945,2.12276,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0127431,0.0152835,0.0189154,0.0225347,0.0262868,0.0307134,0.0357622,0.0410701,0.0472251,0.0539798,0.0606033,0.066706,0.0724401,0.0783573,0.081058,0.0839256,0.0876903,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0836283,0.101382,0.133417,0.174798,0.223384,0.280318,0.343928,0.412575,0.486982,0.5644,0.641957,0.71561,0.785988,0.854901,0.917296,0.972795,1.02317,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.81931,3.10259,3.68107,4.44889,5.29306,6.22509,7.2556,8.39935,9.69495,11.0692,12.5178,13.9393,15.334,16.7094,18.0867,19.2535,20.288,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.150435,0.160843,0.17884,0.202836,0.232238,0.263404,0.296954,0.334624,0.373858,0.414336,0.457044,0.50133,0.543781,0.58328,0.62508,0.659845,0.688108,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.483158,0.546549,0.6369,0.752203,0.889298,1.04051,1.2062,1.39241,1.58855,1.7917,2.004,2.22659,2.44862,2.64773,2.87755,3.08162,3.24867,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0271746,0.0317051,0.0376792,0.0444555,0.0526111,0.0623703,0.0737186,0.0867125,0.101343,0.117269,0.13408,0.151252,0.168407,0.1846,0.199989,0.213571,0.225864,Mt,
"Reference,date=2025-5-6T16:31:35-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.434613,0.473839,0.539078,0.613663,0.68452,0.751234,0.813392,0.870099,0.921039,0.968357,1.00763,1.04166,1.07121,1.10187,1.1262,1.15434,1.18214,Mt,
