total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-5-6T16:31:35-07:00",Global,forcing-total,0.613136,0.751914,1.11103,1.31107,1.66116,1.71893,2.05939,2.40766,2.71725,2.92016,3.19482,3.46883,3.74208,4.02269,4.30295,4.5861,4.87439,5.15231,5.42893,5.70453,5.98147,6.25075,6.51887,6.77518,7.03107,W/m^2,
