meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0640389,0.0893087,0.135604,0.175701,0.210048,0.246575,0.288274,0.316951,0.353756,0.387503,0.417548,0.44354,0.464154,0.478468,0.488201,0.49211,0.496763,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.70136,0.88379,1.19327,1.40862,1.5647,1.72866,1.9297,2.05797,2.25468,2.44468,2.62759,2.79514,2.93595,3.041,3.11927,3.16029,3.20381,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0793497,0.0946119,0.117301,0.138412,0.158527,0.179237,0.201114,0.220314,0.242255,0.263187,0.283792,0.30344,0.321277,0.33579,0.347407,0.355898,0.363754,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389698,0.458615,0.561063,0.669235,0.780245,0.899194,1.02792,1.1551,1.29408,1.43407,1.57292,1.70734,1.83349,1.94829,2.05147,2.14015,2.22052,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124787,0.0150687,0.0187378,0.0223262,0.0261488,0.0305656,0.0356962,0.0409697,0.047119,0.0536491,0.0603872,0.0671785,0.0737624,0.0798803,0.0854541,0.0902638,0.0946497,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0850121,0.102661,0.13454,0.175761,0.224917,0.281982,0.34644,0.415522,0.489764,0.567254,0.64459,0.720888,0.794316,0.863658,0.928745,0.988324,1.04195,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97689,3.23515,3.79013,4.55543,5.43094,6.39977,7.48892,8.6896,10.0357,11.4898,13.0128,14.5713,16.1217,17.6226,19.0644,20.4071,21.6257,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148913,0.159466,0.177758,0.201798,0.230376,0.260952,0.292756,0.328368,0.365653,0.403546,0.442861,0.482393,0.521313,0.556878,0.589433,0.619009,0.645055,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473082,0.538859,0.631966,0.748401,0.881515,1.02796,1.18516,1.3632,1.54626,1.7368,1.92904,2.11814,2.3002,2.47335,2.63472,2.78333,2.91219,Mt,
"Reference,date=2025-8-6T12:58:44-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258268,0.0306721,0.037066,0.0439907,0.0520205,0.0614823,0.072373,0.0847858,0.0984977,0.113292,0.128597,0.144029,0.159083,0.173303,0.18637,0.198013,0.208137,Mt,
