meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0640372,0.0885813,0.133456,0.172483,0.206052,0.241883,0.283704,0.311838,0.347698,0.380519,0.406539,0.43035,0.448437,0.459953,0.46922,0.473962,0.479563,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.701345,0.877729,1.1755,1.38367,1.53569,1.69647,1.89921,2.02421,2.21504,2.39729,2.55197,2.7021,2.82262,2.90706,2.98034,3.02584,3.07411,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0793483,0.0946136,0.117166,0.138222,0.1583,0.178944,0.201038,0.220155,0.242149,0.263233,0.283176,0.302583,0.319839,0.33409,0.346208,0.3557,0.364634,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389693,0.45856,0.56061,0.668556,0.779437,0.898315,1.02763,1.15498,1.29441,1.43539,1.57349,1.70894,1.83619,1.95155,2.05667,2.14807,2.23082,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124799,0.015059,0.0187096,0.0222917,0.0261129,0.0305328,0.0356973,0.0409731,0.0471183,0.0536426,0.0602471,0.0669698,0.0734464,0.0794027,0.084923,0.0897342,0.0941207,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0850134,0.102455,0.13413,0.175005,0.223738,0.280394,0.344549,0.413418,0.487328,0.564668,0.641953,0.718963,0.793223,0.864466,0.932057,0.994569,1.05139,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97696,3.23363,3.78264,4.53812,5.40457,6.36655,7.45036,8.6468,9.98837,11.4333,12.9451,14.5047,16.0546,17.5909,19.0897,20.5073,21.8027,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148912,0.159851,0.178201,0.202194,0.230741,0.261255,0.293049,0.328603,0.366208,0.404541,0.444746,0.485198,0.524721,0.563348,0.599522,0.633439,0.663995,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473076,0.539396,0.633062,0.749723,0.882899,1.02931,1.18591,1.36419,1.54744,1.73867,1.93473,2.12717,2.31351,2.49214,2.65635,2.80708,2.93792,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.025829,0.0306774,0.037085,0.0440234,0.0520584,0.0615218,0.0724015,0.0847974,0.098443,0.113153,0.128381,0.143694,0.158566,0.172576,0.185398,0.196821,0.206783,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.441817,0.47897,0.541395,0.614777,0.686064,0.753543,0.817243,0.875482,0.92961,0.979077,1.02474,1.06703,1.10639,1.1433,1.17817,1.21219,1.24379,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,6.76092,6.60457,6.67834,6.98501,7.27395,7.52184,7.78026,8.06995,8.40324,8.74921,9.12457,9.50895,9.89315,10.2776,10.6585,11.0384,11.3889,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.631299,0.731801,0.845742,0.955294,1.07084,1.19601,1.32895,1.47281,1.62277,1.77711,1.93478,2.09098,2.24316,2.38835,2.52457,2.6517,2.76566,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,Scavenging_Other,Beef,Beef,0.0056677,0.011149,0.016734,0.02743,0.030695,0.0322437,0.0359944,0.0404867,0.0461788,0.0530327,0.0608156,0.0691783,0.0786089,0.0876915,0.096662,0.105503,0.114237,0.123176,0.131949,0.140295,0.14813,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,Scavenging_Other,Dairy,Dairy,0.189169,0.35511,0.462481,0.532775,0.493341,0.440213,0.425712,0.437434,0.467978,0.509042,0.558908,0.621101,0.698141,0.774189,0.854776,0.938365,1.02523,1.11905,1.21373,1.30601,1.39292,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Mixed,Scavenging_Other,SheepGoat,SheepGoat,0.0219065,0.0431595,0.0601008,0.0629144,0.079301,0.0982615,0.122523,0.147223,0.175398,0.209056,0.247842,0.291951,0.339505,0.389436,0.439174,0.487003,0.531435,0.570847,0.604318,0.632032,0.654982,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Beef,Beef,0.789637,1.1224,1.23967,1.49336,1.63918,1.79317,1.99481,2.22638,2.44911,2.64132,2.79423,2.94046,3.04772,3.12998,3.20246,3.26115,3.31703,3.37308,3.42415,3.47979,3.53027,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Dairy,Dairy,6.1079,10.6697,10.8832,9.74697,12.0659,14.5315,17.3451,20.1769,23.0281,25.8035,28.371,30.8913,33.0745,34.9434,36.557,37.86,38.9322,39.7645,40.34,40.793,41.1139,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,SheepGoat,SheepGoat,0.200072,0.328488,0.346608,0.27254,0.32792,0.386797,0.45511,0.520953,0.590937,0.667625,0.749427,0.837817,0.929128,1.0224,1.11635,1.20822,1.29658,1.37961,1.45619,1.52659,1.58901,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Pastoral,Scavenging_Other,Beef,Beef,0.0415631,0.0590743,0.065243,0.078597,0.0961903,0.11185,0.133148,0.156065,0.183603,0.214687,0.246859,0.282416,0.31802,0.349883,0.379401,0.405922,0.430783,0.45511,0.476582,0.49573,0.512278,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Pastoral,Scavenging_Other,Dairy,Dairy,0.321377,0.561478,0.572911,0.512998,0.695052,0.914025,1.20058,1.5102,1.87608,2.30623,2.78121,3.30989,3.8449,4.35983,4.83102,5.24012,5.58719,5.86256,6.05053,6.17164,6.24649,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Eastern,Pastoral,Scavenging_Other,SheepGoat,SheepGoat,0.0222303,0.0365081,0.0384952,0.0302598,0.038455,0.0480695,0.0604567,0.0730925,0.0875253,0.104794,0.124675,0.147259,0.171469,0.196785,0.221848,0.245782,0.267864,0.28728,0.303589,0.316966,0.327947,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FeedCrops,Beef,Beef,0.100454,0.165636,0.214497,0.262171,0.291359,0.330871,0.373763,0.422703,0.474541,0.526478,0.57852,0.626488,0.675594,0.721753,0.761649,0.796866,0.826943,0.852449,0.870602,0.883528,0.891829,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FeedCrops,Dairy,Dairy,0.956966,2.20216,2.76867,3.09828,3.51375,3.94927,4.45619,4.96131,5.44862,5.89493,6.32414,6.69423,7.08388,7.42836,7.70492,7.92381,8.07732,8.18057,8.20027,8.17638,8.1124,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FeedCrops,Pork,Pork,0.0010405,8.75651E-4,4.68702E-4,3.41093E-4,3.6911E-4,4.34532E-4,4.8752E-4,5.32008E-4,5.70506E-4,5.94191E-4,6.05007E-4,6.06188E-4,6.05666E-4,6.02345E-4,5.96102E-4,5.81182E-4,5.59244E-4,5.34908E-4,5.0533E-4,4.77944E-4,4.51161E-4,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FeedCrops,Poultry,Poultry,0.810732,1.69532,2.22038,2.85645,3.15874,3.62433,4.10819,4.62732,5.15791,5.67811,6.18299,6.64673,7.09491,7.49558,7.84165,8.1443,8.40396,8.62969,8.80094,8.92935,9.01644,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.044315,0.0577968,0.070656,0.0880967,0.0982984,0.112463,0.12769,0.144384,0.161752,0.179142,0.196504,0.212835,0.229299,0.244644,0.258369,0.27078,0.281782,0.291438,0.299176,0.305291,0.309678,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FodderHerb_Residue,Beef,Beef,0.276185,0.430501,0.527792,0.611266,0.668719,0.772655,0.877517,0.99737,1.1283,1.264,1.3965,1.5238,1.63584,1.73697,1.82256,1.89401,1.95365,2.00258,2.04245,2.07259,2.09002,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FodderHerb_Residue,Dairy,Dairy,2.51558,5.74963,6.81081,7.18609,7.89553,8.88238,9.92589,10.9487,12.0249,13.074,14.0387,14.9246,15.6439,16.2151,16.6383,16.9032,17.0203,17.0327,16.961,16.828,16.5901,Mt,
"Reference,date=2025-14-6T08:08:27-07:00",Africa_Northern,Mixed,FodderHerb_Residue,Pork,Pork,0.00237831,0.00262705,0.0012497,0.00102318,0.00109009,0.00130595,0.00147114,0.00160826,0.00173191,0.001814,0.00184826,0.00185631,0.00183781,0.00180865,0.00177151,0.00170592,0.00162132,0.00153234,0.00143576,0.00134913,0.00126442,Mt,
