total climate forcing
scenario,region,forcing-total,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-20-6T13:04:38-07:00",Global,forcing-total,0.624827,0.768642,1.13497,1.34248,1.70476,1.77244,2.12102,2.47602,2.79232,3.00399,3.29082,3.57529,3.86281,4.15597,4.45122,4.74896,5.04996,5.34321,5.6345,5.92606,6.21732,6.50084,6.78104,7.052,7.31906,W/m^2,
