meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0635318,0.0897221,0.136521,0.176309,0.209841,0.243231,0.28046,0.307976,0.340241,0.370506,0.397151,0.41544,0.426799,0.428902,0.426303,0.423644,0.422377,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.695816,0.886689,1.19848,1.40852,1.55553,1.69569,1.86676,1.98682,2.15348,2.31948,2.47755,2.59368,2.67238,2.69943,2.69724,2.68924,2.68605,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0791489,0.0948725,0.117849,0.139142,0.159391,0.179633,0.200954,0.220265,0.241159,0.26174,0.282194,0.299864,0.314835,0.324424,0.330286,0.330167,0.327505,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.389157,0.459338,0.562528,0.67129,0.782925,0.900915,1.02772,1.15514,1.29206,1.43206,1.57117,1.70129,1.82065,1.92163,2.00802,2.08676,2.15878,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0124542,0.0151037,0.0188092,0.0224157,0.0262495,0.0306009,0.0356139,0.0408879,0.0469358,0.0534468,0.0602348,0.0668241,0.0730427,0.0784309,0.0830804,0.0872065,0.0909413,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0849521,0.102506,0.134308,0.17539,0.224482,0.281211,0.344763,0.413814,0.488074,0.56602,0.644472,0.720232,0.79271,0.860578,0.923787,0.978344,1.02425,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,2.97488,3.22609,3.77499,4.53007,5.39357,6.34431,7.40694,8.59396,9.92408,11.3661,12.8857,14.4035,15.8965,17.3459,18.7175,19.8499,20.7605,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.148918,0.159062,0.177319,0.201374,0.229957,0.260536,0.292806,0.328778,0.365988,0.404608,0.445398,0.484888,0.523437,0.558621,0.589995,0.601915,0.602114,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.473423,0.538286,0.631259,0.748186,0.882437,1.03131,1.19137,1.37225,1.56115,1.75947,1.96097,2.16209,2.35905,2.5495,2.72945,2.88981,3.02747,Mt,
"Reference,date=2025-14-6T08:08:22-07:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0258226,0.0306752,0.0370928,0.0440507,0.0521316,0.0616504,0.072586,0.085152,0.0991269,0.114349,0.130326,0.146389,0.16209,0.176854,0.190351,0.201846,0.211534,Mt,
